tenor,size,rfq_priority,original_issue_size,spread_from_market_mid,win,direction
2,1594171.227927471,2,5416303.230741121,7.199262872531325,0,sell
30,1153310.462072484,2,3573952.087499339,-6.806745963522895,1,sell
5,1229165.5865467258,2,13431353.179202305,5.77642222410847,0,sell
2,26134837.16505662,1,32111148.52268295,7.157351328836261,1,buy
10,1586469.441003379,1,6370953.878475061,3.5094395743370983,1,sell
10,1193193.321259357,1,11361245.666923264,3.563414843960883,1,buy
10,5545986.05395651,2,12379576.78329565,2.963094814990214,0,buy
2,27159363.811010256,3,30437376.02261957,6.332599127304469,0,sell
5,2791412.1246140106,2,11700399.807426147,5.623028112685697,0,buy
10,5205675.441361967,1,18928957.812560454,3.363527912843009,1,buy
7,1169034.1158157375,2,2279105.4191279327,4.667589008953083,1,buy
20,5793899.064717428,2,11981212.162783395,-2.0874525994645596,1,buy
2,9579598.297044946,2,10832745.734206688,6.810219724358385,0,sell
2,9331553.699190836,2,11405021.078039253,7.017937406297701,1,sell
5,3670988.1165876896,1,12630565.532360857,5.813222580396288,0,buy
2,3436223.5452129846,2,33059219.89974666,6.884634122258517,0,buy
2,1517575.5828673055,1,33130186.679247104,7.62516502813602,0,buy
10,4199323.616880848,2,5514042.120143295,3.028060952351524,1,buy
5,1475837.2170554767,1,6628680.928417513,6.246743350926716,0,sell
10,20064277.02818802,3,29848143.726427346,2.331699598637754,0,buy
20,43819866.26934251,1,45597602.63445331,-1.9826621475906512,1,sell
30,44476172.283339515,1,64449313.68306058,-7.064409813517231,1,buy
20,29493740.13714411,3,47877459.44044087,-2.708969112160755,1,buy
30,10488849.176792808,3,44745845.88744069,-7.733854245904315,1,buy
10,15514929.149877135,3,16548683.809142582,2.1907036773442696,1,sell
20,3051800.2468658555,3,5386010.814753082,-2.4254631495135968,1,sell
5,11793970.129144741,3,37225085.93246362,4.928169739171958,1,sell
1,5944768.088165312,3,19726233.258830696,6.9679140603161605,0,buy
10,6590722.130299692,2,39668896.60577838,2.85293940859541,0,sell
30,19383832.399829697,2,20634513.301026236,-7.405496172823348,1,buy
7,3012803.657023731,3,13345742.796474904,4.194004677496906,0,buy
30,3470082.183161063,1,12733965.191748098,-6.662089952033119,1,sell
7,37233911.99105911,1,38383678.78910949,4.711168749941579,1,buy
2,1246015.3440308997,3,8701203.439484367,6.759340441900345,0,sell
20,6684641.272898353,2,17537814.27821975,-2.19652424253525,1,buy
7,35548491.79905277,2,37661987.481674,3.921748951136176,0,buy
30,10889011.138178963,1,13802267.899189036,-6.889032347973801,1,buy
2,8478699.224041797,3,20722913.852204263,6.465816373176968,0,buy
1,2656488.0662534977,2,8902880.462379588,7.312522003239571,1,buy
5,3830140.97427446,3,32520730.197916992,5.014780637994981,1,sell
5,28028812.651640706,3,31845585.819811553,4.735558908062523,0,buy
5,8914455.713213373,1,11752680.319991678,5.690449742368735,0,buy
7,7490857.7013816545,3,54616544.323452406,3.93270415360836,1,sell
1,1476328.304905662,3,36794022.62280889,7.193714320813666,0,sell
7,1064710.0587460597,1,2184812.6555787884,5.011869594647888,1,buy
20,43378270.158751234,2,63769564.74942075,-2.231217559630177,1,sell
7,4370067.954232896,3,5909836.597512331,4.0121339979934705,0,buy
1,10588657.447787452,1,11702173.601188436,7.4752568152025685,0,sell
1,1365945.9607968156,2,4283376.145169542,7.488544365830164,0,sell
20,14474070.410988538,3,17342277.925657522,-2.549676271622496,1,buy
1,38406334.94656984,2,63066614.82298215,7.185504031912872,0,sell
30,9506879.678026767,1,25628264.094928473,-6.797912281320694,1,buy
1,1637819.9233286793,3,48166954.29709853,7.083199160803273,1,buy
5,9734808.800684126,1,25909614.60951923,5.822114692347674,0,buy
30,20044763.103910614,1,25180510.316715468,-7.018518635731113,1,sell
30,4903311.733799191,3,20301057.020525653,-7.406487259665387,1,buy
20,31247691.79802082,1,81141996.58991791,-1.9708158890187368,1,sell
3,12650068.583293779,2,28738353.813711647,6.360752818523252,1,buy
3,33712964.139630385,1,53395170.308162734,6.509798342665103,0,sell
1,11463489.073290944,3,50750954.68847507,7.0719238642984,1,sell
30,1671299.6659174191,3,3231175.6938774865,-7.463261927188759,1,sell
3,3358589.5143164904,2,19113189.25768134,6.5717152580678535,0,sell
3,2202133.0965186013,3,30095041.591832906,6.144310872458864,0,buy
1,35000073.69333506,1,76827449.13134111,7.484318018009047,0,buy
3,19583797.311110687,1,21866400.896287505,6.769277145494559,0,buy
7,14098747.73063757,3,21279340.02077028,3.792400945004486,1,buy
2,3245882.1631382746,2,17575752.88707056,7.042833625157775,0,sell
20,2054407.288563347,2,4687342.966202042,-1.8982231704281096,1,buy
2,19283581.968879275,3,29759338.179742984,6.223095362287463,0,sell
1,6391166.435421929,1,9130334.156542562,7.898060793074895,1,sell
5,2418854.116373404,3,6104668.628227826,5.366630807367073,0,buy
20,11158922.077327745,3,16783980.296304032,-2.4080038791044256,1,buy
1,1170916.7130665327,2,9097355.395803774,7.715513530382245,0,buy
30,3582230.0942855147,1,9382646.027775671,-6.6185031220309005,1,buy
5,6252652.302908193,2,13137976.507316632,5.500494632040532,0,buy
2,1783925.738483499,2,4999757.650420266,7.2080284408877615,0,sell
1,47086718.15222286,1,48949135.149161756,7.518304137668059,1,buy
30,2265949.1017774227,1,3469449.369397469,-6.764431155187367,1,buy
20,1665198.6798634983,1,3817791.9144972125,-1.6338411359462208,1,buy
20,2217173.328328506,3,11960444.528410956,-2.276154609668411,1,sell
10,20258710.42479922,1,41915125.45337558,3.1710325775692376,1,buy
30,5283495.62057402,3,7222356.247450791,-7.5014972099847785,1,sell
7,9133236.878734976,2,10662324.233034108,4.388206444064075,1,sell
3,1085660.226325788,1,19836548.543576695,6.940957108182588,0,sell
5,1144188.9795689269,3,4443740.015041187,5.261430451097897,1,buy
30,5720634.966333003,3,47079537.52262589,-7.5010937323508635,1,sell
10,24404660.03020326,3,40757937.50156591,2.1136009774123696,0,sell
3,31914959.790169764,3,35505408.46580857,5.777585081093661,1,sell
3,1403821.3966603996,2,4507840.914993109,6.495430451921792,1,buy
1,8216044.104153604,1,15974009.705111872,7.864567407688169,0,sell
3,35608185.527096756,1,36971086.86357079,6.585534880823266,1,buy
7,4561987.303158074,1,6146620.920990596,4.800397292900202,1,sell
20,25668912.184458066,1,27658564.837705813,-1.9995154736807539,1,sell
10,1687115.8539329884,1,22399597.981180727,3.380605690730925,1,buy
3,38833557.72826275,1,46298530.70484899,6.491167572532356,0,sell
1,18908003.63159573,3,19950208.804987054,6.926402371604876,0,sell
7,39746500.5355393,1,53687193.99355087,4.501350517257222,1,sell
2,14110824.297284974,3,19356928.403347354,6.376823519245249,0,buy
20,4143929.7071160856,2,11521661.189259153,-2.1285684125139257,1,buy
20,39259220.35627678,3,41570098.65939021,-2.8134162394988786,1,buy
10,2938865.3410921814,2,11597740.037596632,3.0120800011665985,1,sell
20,3667339.796249127,1,49751532.50019387,-1.5868924180291124,1,sell
3,15511452.98951573,2,16844300.0760532,6.261919721272005,0,sell
1,19964086.21601956,2,23000543.288633507,7.285685457743048,1,buy
20,37934000.09790099,3,40521293.1448446,-2.6921469366232706,1,buy
20,2228194.76630285,3,4872294.446062949,-2.170035107080867,1,buy
2,22686877.464425914,2,27086452.630499892,6.743192043221459,0,sell
2,17979085.24426718,2,42523008.512484975,6.798954882878204,1,buy
5,1283467.9775315265,1,36840011.18727111,6.009460709444656,1,buy
7,4548628.853409219,3,6754384.3392576575,4.221535327310227,1,sell
3,3022804.2893413794,2,11387606.1550357,6.483300865359351,0,buy
20,3290941.009499633,3,15371088.854362158,-2.3224898445022895,1,sell
30,46773219.48605765,1,54474611.430869505,-7.0390569907483265,1,sell
20,12361169.025437364,1,17824817.79956766,-1.80011090753914,1,buy
1,16569532.870065562,2,18688677.636855774,7.271391426484861,0,buy
5,45629327.86336385,1,52381912.66312949,5.318674795065333,0,sell
7,4373755.624484394,2,9178297.219096733,4.493518272877582,1,buy
30,23030448.440637685,3,45502270.611027904,-7.689128108108002,1,sell
5,5473373.34169551,3,25304203.791081913,4.971895191664922,1,buy
10,30013153.27680918,2,31702270.3044916,2.5778199337739194,1,buy
7,2027364.0621146925,2,3441174.602443984,4.527535609817707,1,sell
20,40746507.341465175,2,75654615.17506923,-2.474877103517101,1,sell
20,2353350.261869606,3,10478150.46255751,-2.3813050707994607,1,buy
7,3582934.395258,3,32249658.198716685,4.037320387475548,1,buy
20,19264064.48105843,1,20519507.51006074,-1.8885561031103357,1,sell
3,4666359.289814268,1,12510298.861562993,6.939897891111556,0,buy
7,10797740.486981576,3,19048035.301160984,3.8441620299889765,0,buy
5,5692683.556663138,3,34686603.5360865,4.974908264013697,0,buy
7,18250058.261483744,2,19715054.329671312,4.266242210032848,0,sell
30,2443025.211520272,3,5004616.2802433055,-7.43502878080267,1,buy
20,1256951.055024099,3,6162599.261702308,-2.1588678485421315,1,buy
3,3232742.030392111,1,32815502.375881407,6.823553950990819,1,buy
3,6394935.881547166,1,45762141.61673654,6.828854721896294,1,sell
10,1929572.1792282765,2,50526559.995916545,3.2053870149779513,1,sell
5,4006728.8464504597,1,46629429.29309385,5.788760922467219,1,buy
2,4781444.843504504,2,5804961.38282144,6.880044263565212,0,sell
2,1251719.508498118,3,2456908.1809300142,6.7204754681371535,0,sell
7,9795385.173743587,3,11576859.46018359,3.9519332114599344,0,buy
10,31803356.512476806,2,35718126.39101627,2.6563695828034346,1,buy
1,1810533.8859238129,1,27514837.401243147,8.007240465651726,0,sell
7,10367114.212987402,1,43221707.85633541,4.7919360956678405,0,buy
10,13470135.667815376,3,15547085.718094558,2.382431753716088,1,buy
5,5157473.958872676,1,16449992.345661288,5.701850573312147,1,buy
5,15529010.05087115,2,51717502.852172896,5.406690280307443,0,buy
5,4986784.170441678,3,11122515.1449258,5.096698464181133,1,sell
5,7200515.926870475,1,8699915.638171034,5.669836494602292,1,sell
5,1029182.9957303926,3,7024493.202145187,5.277157076460077,0,buy
10,14969652.720698016,3,19319402.420081638,2.4635041587933584,1,buy
10,13292337.940248681,1,22873619.61822986,3.112348051427992,1,sell
3,1162095.8191001224,2,6724569.2161685955,6.7694021651345695,1,buy
30,4223241.207457931,1,5293454.176227761,-6.717789006787939,1,buy
2,46062311.80163577,1,94901938.23641531,7.055554847684049,0,buy
20,5185836.253995803,1,13569976.995701507,-1.9086000569398394,1,sell
5,7125087.254638031,1,13503086.252949221,5.893155435947215,1,buy
1,35151514.77960373,1,77017978.53323078,7.365375656748647,1,buy
20,16542700.701433036,1,18382634.04314669,-1.7112402829243898,1,buy
10,9748093.658917917,2,11844661.93678798,2.7341836297522493,1,buy
1,22669723.489464533,3,46263247.94867442,7.009670776961254,0,buy
1,29412528.39596835,2,32186769.366326313,7.191671760648298,0,sell
1,5973641.139145297,1,28769863.2736034,7.927548151059469,0,buy
3,6414973.413838731,2,9307832.255916854,6.396294542041921,1,sell
10,4527817.980939086,3,5666453.659985675,2.4161656266344824,1,sell
1,43893957.105056934,2,51451706.856735185,7.026474547309756,0,buy
5,15292009.321361512,1,17450570.4491048,5.728303430765974,0,buy
7,1384820.5294083445,3,20773941.470251255,4.540102343537707,0,buy
1,29251121.041721478,1,41536228.04826122,7.726446683808245,0,buy
3,6553252.845707388,1,43636113.466941394,6.820478231359984,0,buy
20,1308611.777694206,3,22701712.344106182,-2.1467831498428325,1,buy
10,8589208.147451397,3,10617511.576057239,2.4918940584610114,1,buy
30,5113868.978578462,1,27993280.13054932,-6.6735020864664465,1,buy
3,30993449.16273773,2,43304411.13513255,6.179128060899368,1,buy
1,2221164.443132425,3,15915115.574641721,7.1207412290386305,0,buy
10,25359377.063002706,2,51300554.184419096,2.7111310428551993,1,sell
7,8861277.927137474,2,18299927.91089714,4.401300840414354,0,buy
1,1238172.8223054116,3,7428676.5977733005,7.260522454530168,0,buy
3,44785354.45566129,2,56853318.91818245,6.069040531451736,1,buy
2,7428787.293652895,3,10636686.649746396,6.43915359148336,0,sell
5,3120261.9152717968,3,5163067.556975458,5.097565168173935,1,sell
30,6273474.605862756,3,17430906.432414196,-7.470851512439703,1,sell
20,28673099.526723348,3,31169425.897905357,-2.76373783505814,1,buy
3,3296258.498850758,2,4663273.793620495,6.569292935465057,0,sell
10,2124963.223543737,2,3127133.5581645444,2.9207090224052,1,buy
30,1656869.0174854356,3,12459173.53830939,-7.256884665289368,1,buy
30,3206669.3694901415,3,7330301.550694886,-7.281767764353739,1,sell
30,21148438.264435273,3,40122214.43972063,-7.4914184844295955,1,buy
1,6328183.262450992,3,10667421.022206306,7.009150495296119,1,sell
5,2434918.454253423,1,9129220.142469555,6.028128223816561,1,sell
1,1915769.829574983,2,6831920.198127503,7.620812936986316,0,sell
10,3675338.975684719,2,16419376.914165642,3.101836935042363,1,buy
1,39527861.19957165,3,43555678.413401894,6.711438379477501,1,buy
2,3826415.2204722585,1,47218681.04691836,7.443174184074689,0,buy
5,47730190.26810852,1,86678234.08148518,5.289896437572224,0,buy
5,6674088.935375153,1,34265503.682309665,5.9071568367136695,0,sell
10,2015552.5377530425,3,38622418.97485593,2.7045159424952443,1,buy
20,32660308.723807532,1,38455594.52352039,-2.004910684728399,1,sell
2,6055220.60807919,3,14209379.193949142,6.5506466106114205,1,buy
3,16058697.804636676,1,34288965.88887724,6.81480957902834,0,sell
1,46913352.86570623,3,62144444.99619076,6.613243842850027,0,sell
7,1216876.2504770027,3,33818273.77978641,4.179706200732973,0,buy
1,1459758.983631602,2,17942328.97053304,7.478349339462375,1,sell
30,16750755.25353924,3,66338708.957152285,-7.722325269221587,1,buy
1,3011703.5930002853,1,6921020.702595381,7.834777646094185,0,buy
3,2056470.7899138131,2,28072330.245224938,6.569019875836541,0,sell
1,1166472.8989180562,1,16486538.95885032,8.080511114777352,0,buy
2,1089223.263453391,3,16039348.5372886,6.645925317427588,1,sell
2,20693207.302432626,2,24270750.628268205,6.766442712103492,1,buy
5,1691992.2157759757,3,23304933.85130274,5.244057451540561,0,sell
10,6232227.479777826,3,40094168.9410197,2.5418374138882873,1,sell
20,10700412.369146142,1,13051708.236923298,-1.8514767034104649,1,buy
7,5342651.6758922,1,16895800.40003033,5.03499609736573,0,buy
30,1111868.4044899438,1,5748742.591729468,-6.353328157599049,1,sell
1,21436088.98699741,2,69432920.93563686,7.095624170291543,0,buy
1,1041985.4464219946,1,7551110.138558578,7.934028709948414,0,sell
3,19698269.601682033,3,22141188.93569468,5.76178462580099,0,buy
10,32938023.850396805,2,37392171.92978865,2.672795893750891,1,sell
2,5437284.311858227,1,18345071.95899861,7.484618768121315,0,buy
7,8125883.61682362,1,9472591.987552013,4.710809247492825,1,sell
5,6462201.215112407,1,17066978.618598692,5.658723953235144,0,buy
2,4584096.680116134,3,42789336.762336165,6.595163573280555,0,buy
30,32189013.476583216,1,60033606.14162593,-6.979618303914004,1,sell
10,33019175.18959472,3,34322267.880652405,2.274401247512317,1,sell
30,3719991.3539558193,2,52443617.990634136,-7.018041999353271,1,sell
20,11091366.663717259,1,26477025.021455258,-1.7962581778798414,1,sell
5,37565411.00838199,3,39452143.170893066,4.846253868432483,0,sell
20,43103102.592608765,1,44152873.573002316,-1.9184773131370676,1,sell
3,7323288.49433571,1,9277646.22628799,6.815951052981782,0,buy
30,5879437.274415394,2,32427678.04024431,-7.287229123070411,1,buy
3,2975043.2460949756,2,4063383.1779557727,6.507329644118535,0,sell
1,42569108.05455716,3,45058597.42020113,6.810936471895532,0,buy
20,1748385.5942837414,3,21096537.595259946,-2.38324536255133,1,sell
10,9663023.980785554,3,19566421.67956665,2.4290758148626326,1,buy
30,3020260.683565092,2,24392227.599813506,-6.975121281395666,1,sell
7,2978699.662871452,3,21500675.986845948,4.155049038104309,0,sell
5,4875615.8773774775,2,6094521.9448908,5.415838965082523,1,buy
2,49764453.427633144,2,82600444.54935856,6.642211832095257,1,sell
10,1239898.419968101,1,3670536.3819154846,3.6049400414328057,1,buy
10,9614466.607033668,1,18328057.3158276,3.16113538023238,1,buy
3,1381298.7528497593,3,13815739.354651628,6.171374035161847,0,buy
20,1830316.754454329,2,3764485.1035533845,-1.8757066837372518,1,buy
30,5582185.355816247,2,51142595.2269584,-6.917511469732126,1,buy
30,7366419.573109023,2,14117329.707032036,-7.006282431224209,1,buy
1,2752203.4768650676,1,4005151.9487481406,7.887857562192799,0,buy
1,3448666.2986914976,2,42566977.76410578,7.429584320144212,0,buy
5,1405252.4747242925,3,11314746.498629108,5.2097047072523885,0,buy
3,3274623.0725081526,3,18688371.647343904,6.271457030674469,0,buy
10,43868602.13846987,1,51671535.78970218,3.01841301372663,1,sell
30,40274439.43379641,3,66468012.62396892,-7.748685752835109,1,buy
7,3706364.8631758937,2,4844759.283385513,4.416540919309398,1,buy
3,9329614.833851635,2,12186986.884828784,6.359791149278078,1,sell
5,35105509.91043547,3,41384914.55841382,4.602273201990274,1,sell
5,1024486.2387378094,1,2373906.560999271,5.957612681739895,0,sell
3,23841142.799843397,2,39665069.300868034,6.221517987246066,1,sell
5,40855584.03952137,2,45520269.152767584,5.153996535937022,1,buy
3,1429419.436965768,1,4335145.953460845,7.003355045022244,1,buy
2,1880592.8294233195,2,2893898.701487681,7.134904986940144,1,buy
3,42882406.58142182,3,59592162.56645575,5.594286251311647,0,sell
20,8189635.638258336,3,34288223.25206258,-2.5573388844566036,1,sell
3,1057108.722020677,1,5746991.854325847,7.027514677237725,0,buy
5,2739738.0293350993,1,11830272.519243557,5.936660303120656,1,sell
30,5813541.890837391,3,8250414.058971399,-7.500449568355473,1,buy
20,15039432.733081503,1,26444428.746290766,-1.5892620717633346,1,sell
5,17604248.51725867,3,18652875.859860353,4.76477694609458,0,sell
1,49112415.220990196,1,55876224.04515767,7.502260570326257,0,buy
1,3079448.2037461526,3,15509867.843416942,7.4062279367451245,0,buy
30,8211449.168491436,2,44517606.134239905,-7.061834106001545,1,buy
30,8055652.255338393,2,12500717.243537024,-7.123937709445181,1,sell
20,4888539.4945312925,3,24842780.00351228,-2.361813334975344,1,sell
2,1938210.685393947,2,12300419.40711089,7.161542856812141,0,buy
30,45779324.63358616,3,83360103.22740436,-7.896862404929023,1,buy
1,28168278.394568916,1,32919789.201200143,7.433095613070291,0,buy
3,7025105.768015458,2,10509549.140512735,6.410667802266554,0,sell
5,10589998.00744757,2,42743452.9449265,5.2901153892566395,0,sell
1,2432818.519473951,2,3645271.096335399,7.791027853451614,0,buy
1,8392240.504175834,3,10097202.455863722,7.085643053216655,0,buy
2,15161194.179650847,2,16541586.907171154,6.894896334209413,0,buy
20,7503317.579620264,1,34568971.63986593,-1.946107124908755,1,sell
20,48135423.88025012,2,49177793.377387725,-2.45317049456271,1,sell
10,10930779.56883477,1,40033236.90331969,3.232159275118505,0,buy
2,4268479.599185952,2,10112213.722009782,6.903901717336505,1,sell
3,20505158.645279147,2,21521030.26586358,6.174200301754663,1,buy
20,1948097.522535447,1,6760734.553969635,-1.527979029353105,1,buy
5,4500707.96145513,2,6577385.309422493,5.481742227256728,1,buy
30,3885732.0495684994,1,15389436.0625078,-6.337555316166674,1,sell
2,5415359.619468844,1,19678337.420153856,7.273719403086398,0,buy
30,21292196.92853798,1,28026531.956509627,-6.784502512935039,1,buy
1,6646537.48706781,2,7818305.014081122,7.555858056754356,1,sell
5,22336068.560521264,2,35360031.67593311,5.124077128618009,0,buy
5,9537561.563298326,1,36490035.56752746,5.955348115724524,0,buy
1,3812112.5015649367,2,20554189.71637303,7.5183093175831015,0,buy
2,23775496.207641605,3,49483811.00355163,6.064486877487884,0,buy
1,2540077.705196598,1,4731164.926973131,8.079205989070049,0,sell
30,2405580.8185705445,1,34779400.74426521,-6.696385695066089,1,sell
10,7196732.079983803,3,10723663.444805544,2.6430880485158927,1,buy
5,2774438.130362125,3,3828277.3987843795,5.240826690514255,1,sell
7,1036188.0986707031,1,28131684.32123873,4.990520781683358,0,sell
7,12631009.237852631,3,52453285.91409341,3.872014095239056,0,sell
30,7384703.657334287,1,20379626.747956738,-6.6382064101937885,1,sell
3,5713752.222429194,2,8186637.067719806,6.3771946332525955,0,sell
20,43939033.67138351,3,46616390.7299609,-2.606170645754494,1,sell
1,9342224.082373064,1,15547017.064641334,7.848749711845714,0,sell
1,29305177.178471897,1,62831666.03067843,7.432465523255772,0,sell
3,1725527.0363656732,1,3520929.9701718288,6.99878803739162,0,buy
3,9269679.254491774,3,34580398.644048825,6.010449736720117,1,buy
30,29831243.026712205,2,32956708.705193345,-7.398747612349924,1,buy
30,9787667.130424418,2,33433991.774184693,-7.040695863473256,1,buy
3,16591457.97425044,3,53194161.19792053,5.93064213408271,0,buy
5,4286381.896405176,1,9611132.427734114,5.948596951358811,1,buy
30,1435717.375432116,1,5606428.509452421,-6.486972509317775,1,buy
10,5997342.705616563,1,29062156.76212214,3.22338302743298,1,buy
30,4679599.138661585,3,12615121.77774787,-7.314930405421591,1,sell
1,29724136.14401783,3,44273982.351533316,6.955804164387658,0,buy
30,2597411.146312546,1,14030621.434107047,-6.4430804075440244,1,buy
5,43898780.39464956,1,45717448.970122,5.609076376795192,1,sell
3,42447090.33456775,1,69691254.09432016,6.531361550218215,1,sell
1,2634624.546034036,3,4785503.855633158,7.080570370924828,0,buy
30,3902382.472144444,3,42265986.37697902,-7.334669607205547,1,buy
5,33229387.86169817,2,35894485.39961944,5.099967513250011,1,buy
10,43879549.36772836,1,61533494.006545395,3.1202196558768374,1,sell
30,5667476.584213728,1,8712712.723388541,-6.638857483994347,1,buy
5,3510462.612484162,2,6977095.693213712,5.359722061049471,0,sell
10,7831013.05498681,1,11193679.956418794,3.2899427780310977,1,buy
3,14740060.006170142,2,33388671.700403586,6.1630264657932115,0,sell
30,2914908.982711182,3,11745955.723373186,-7.503148481484382,1,sell
